date,AUD,CAD,CHF,CNY,GBP,JPY,KRW,MYR,USD,ZAR,IDR
3/4/2025,1.6919,1.5224,0.9371,7.6614,0.82788,156.5,1537.13,4.7153,1.0557,19.5569,17328.15
3/5/2025,1.703,1.5398,0.9514,7.7675,0.835,160.09,1551.65,4.7369,1.0694,19.7222,17496.99
3/6/2025,1.7037,1.5509,0.9565,7.8247,0.8379,159.24,1563.53,4.7799,1.0796,19.7579,17670.84
3/7/2025,1.7258,1.5566,0.9557,7.8561,0.84088,160.35,1570.47,4.7934,1.0857,19.7306,17664.39
3/10/2025,1.7158,1.5642,0.9512,7.8718,0.83849,159.39,1578.91,4.7973,1.0845,19.7829,17739
3/11/2025,1.7357,1.5731,0.9608,7.8929,0.84374,161.52,1586.56,4.8155,1.0912,19.9287,17937.42
3/12/2025,1.7297,1.5684,0.9619,7.8848,0.84078,162.23,1580.65,4.823,1.0886,20.0248,17929.24
3/13/2025,1.7264,1.5591,0.9579,7.8493,0.83778,160.64,1577.63,4.8064,1.083,19.9578,17799.48
3/14/2025,1.7237,1.5691,0.9641,7.8822,0.84183,161.88,1582.87,4.8418,1.0889,19.7832,17811.63
3/17/2025,1.716,1.5625,0.9616,7.8869,0.84026,162.26,1579.07,4.8464,1.0903,19.7797,17858.46
3/18/2025,1.7147,1.5599,0.9601,7.8907,0.84173,163.5,1586.67,4.8531,1.0918,19.7084,18028.24
3/19/2025,1.7208,1.5606,0.9583,7.8786,0.84078,163.27,1589.71,4.8339,1.0897,19.745,18008.06
3/20/2025,1.7242,1.5592,0.9564,7.8481,0.8369,160.85,1591.96,4.7947,1.0833,19.7062,17884.8
3/21/2025,1.724,1.5551,0.9547,7.8477,0.83765,160.99,1585.51,4.7866,1.0827,19.6831,17876.68
3/24/2025,1.7223,1.552,0.9544,7.8513,0.83663,162.15,1588.2,4.7994,1.0824,19.6168,17923.73
3/25/2025,1.7123,1.5459,0.9539,7.8571,0.83565,162.32,1587.16,4.802,1.0825,19.6632,17931.67
3/26/2025,1.7077,1.5387,0.9532,7.8381,0.83623,162.2,1580.86,4.7785,1.0788,19.6974,17922
3/27/2025,1.7101,1.5425,0.9524,7.8361,0.83318,162.55,1580.16,4.7794,1.0785,19.7061,17887.25
3/28/2025,1.712,1.5444,0.9525,7.8445,0.83358,162.64,1585.65,4.7912,1.0797,19.6113,17909.52
3/31/2025,1.7318,1.5533,0.9531,7.8442,0.83536,161.6,1594.71,4.7992,1.0815,19.8782,17992.97
4/1/2025,1.7255,1.5529,0.952,7.8431,0.83665,160.93,1588.43,4.7872,1.0788,19.7741,18062.4
4/2/2025,1.7146,1.5479,0.9543,7.8529,0.83455,161.22,1579.27,4.8117,1.0803,20.1042,18058.29
4/3/2025,1.7448,1.5636,0.9538,8.0919,0.84163,162.17,1615.11,4.9293,1.1097,20.9522,18547.91
4/4/2025,1.8098,1.5696,0.9407,8.0518,0.84985,160.56,1601.11,4.906,1.1057,21.0789,18750.74
4/7/2025,1.8174,1.5657,0.9377,8.0155,0.85588,160.58,1606.51,4.9132,1.0967,21.2745,18591.26
4/8/2025,1.8073,1.5512,0.9349,8.0359,0.85644,160.65,1618.79,4.9176,1.095,21.1803,18522.86
4/9/2025,1.8391,1.5671,0.9278,8.1179,0.86435,159.61,1631.05,4.9658,1.1045,21.7765,18715.31
4/10/2025,1.7905,1.5607,0.9299,8.1137,0.85755,161.28,1612.93,4.9514,1.1082,21.527,18655.61
4/11/2025,1.8201,1.5736,0.9252,8.2819,0.86678,162.07,1624.38,5.0178,1.1346,21.8788,19123.91
4/14/2025,1.8034,1.5786,0.9329,8.3196,0.86383,162.97,1617.29,5.0229,1.1377,21.5332,19125.14
4/15/2025,1.7794,1.5711,0.9242,8.2835,0.8557,161.85,1615.76,5.0034,1.1324,21.4541,19084.7
4/16/2025,1.7816,1.5807,0.926,8.2961,0.85618,162.09,1610.21,5.0081,1.1355,21.4054,19074.81
4/17/2025,1.7845,1.5773,0.9291,8.29,0.85873,161.98,1609.12,5.0069,1.136,21.3927,19162.33
4/22/2025,1.7945,1.5891,0.9318,8.3929,0.85858,161.05,1635.54,5.0397,1.1476,21.3719,19328.11
4/23/2025,1.7814,1.5789,0.9382,8.3199,0.85793,161.68,1623.36,5.0123,1.1415,21.2326,19263.67
4/24/2025,1.7823,1.5769,0.9392,8.2925,0.855,162.16,1632.79,4.9747,1.1376,21.2838,19170.72
4/25/2025,1.7797,1.5754,0.9421,8.2773,0.8531,162.8,1634.83,4.9676,1.1357,21.3608,19140.75
4/28/2025,1.7759,1.5744,0.942,8.2891,0.8514,162.8,1640.53,4.9555,1.1358,21.1585,19095.01
4/29/2025,1.7754,1.5746,0.9392,8.2715,0.8498,162.28,1632.79,4.9217,1.1373,21.0942,19059.27
4/30/2025,1.7798,1.5728,0.9389,8.2635,0.8518,162.68,1618.39,4.9074,1.1373,21.1095,18901.98
5/2/2025,1.762,1.5675,0.9343,8.2479,0.8533,163.93,1585.45,4.8338,1.1343,20.8458,18652.09
5/5/2025,1.7492,1.566,0.9336,8.2479,0.8515,163.19,1555.49,4.7641,1.1343,20.7679,18640.97
5/6/2025,1.7522,1.5629,0.9346,8.1735,0.8469,161.64,1564.07,4.7933,1.1325,20.6847,18592.54
5/7/2025,1.7553,1.5673,0.9359,8.2079,0.8511,162.89,1580.35,4.8155,1.136,20.7755,18762.86
5/8/2025,1.7605,1.5694,0.9325,8.1764,0.8476,163.45,1580.13,4.8362,1.1297,20.504,18641.58
5/9/2025,1.7572,1.5658,0.9353,8.147,0.8477,163.36,1575.72,4.835,1.1252,20.4835,18606.59
5/12/2025,1.7384,1.5531,0.9369,7.9999,0.8429,164.46,1576.03,4.7722,1.1106,20.3368,18501.71
5/13/2025,1.7341,1.5552,0.9358,8.0021,0.8406,164.61,1582.85,4.8032,1.1112,20.427,18513.04
5/14/2025,1.734,1.5632,0.939,8.0794,0.8415,164.01,1567.22,4.8108,1.1214,20.4644,18542.91
5/15/2025,1.7457,1.5645,0.9377,8.0661,0.8424,163.3,1563.75,4.7905,1.1185,20.2209,18483.55
5/16/2025,1.7458,1.564,0.9381,8.0659,0.8427,163.05,1563.17,4.8095,1.1194,20.2668,18427.62
5/19/2025,1.7471,1.5707,0.9394,8.1225,0.8419,163.26,1564.04,4.8325,1.1262,20.3248,18531.73
5/20/2025,1.7538,1.5683,0.9366,8.1154,0.8418,162.59,1567.69,4.8325,1.1241,20.2073,18461.54
5/21/2025,1.7569,1.5721,0.9352,8.155,0.8446,162.76,1556.99,4.8341,1.1321,20.2806,18486.8
5/22/2025,1.7608,1.568,0.9343,8.1477,0.8427,162.19,1562.67,4.8346,1.1309,20.3859,18472.97
5/23/2025,1.7569,1.563,0.9299,8.1197,0.8382,161.13,1555.77,4.7815,1.1301,20.3253,18382.88
5/26/2025,1.7488,1.5614,0.9356,8.1795,0.8392,162.63,1558.61,4.8016,1.1381,20.313,18496.57
5/27/2025,1.7624,1.5642,0.9386,8.1709,0.8381,163.72,1560.6,4.8138,1.1356,20.344,18490.41
5/28/2025,1.758,1.5649,0.9364,8.1402,0.8398,163.43,1554.23,4.7814,1.1317,20.2713,18469.29
5/29/2025,1.7513,1.5594,0.9339,8.1093,0.8377,163.47,1550.97,4.7877,1.1281,20.1379,18386.06
5/30/2025,1.7647,1.5656,0.9341,8.1576,0.8412,162.96,1563.09,4.8264,1.1339,20.2939,18519.93
6/2/2025,1.7606,1.5643,0.9336,8.2214,0.8434,162.98,1572.2,4.8605,1.1419,20.4734,18584.37
6/3/2025,1.764,1.5643,0.9358,8.1841,0.8436,163,1567.6,4.8334,1.1386,20.3913,18580.53
6/4/2025,1.7552,1.5601,0.937,8.1835,0.8421,164.15,1555.42,4.8348,1.1384,20.3178,18571.8
6/5/2025,1.755,1.5603,0.9365,8.2008,0.8419,163.66,1550.55,4.8319,1.1423,20.2755,18568.54
6/6/2025,1.7592,1.563,0.9383,8.1955,0.8426,164.62,1551.09,4.8274,1.1411,20.2736,18615.62
